,Sharp_Ratio_annl,Sortino_Ratio_annl,annual_return_strat_over_buyhold,atr_thrshld,days_in_trade,end,long_ma,mar,max_drawdown,max_drawdown_pct,mean_annl_pct_return_buyhold,mean_annl_pct_return_strat,mean_annl_pct_return_trd_avg,short_ma,start,tradesperyear,years,tck
0,0.09580956421959654,0.1447595350911342,-18.434152432919728,0.0,10,2017-03-13 00:00:00,70,0.13356844398876122,,25.358490566,21.821246559729126,3.387094126809398,2.98416764929167,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.1135982107560636,0.16825836063147998,-17.435071289639726,0.0,20,2017-03-13 00:00:00,70,0.11998311706566961,,36.5566037736,21.821246559729126,4.386175270089399,1.4934904431484721,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.11184501007681398,0.16341907178485748,-17.432172904572354,0.0,30,2017-03-13 00:00:00,70,0.11814164739629829,,37.1509433962,21.821246559729126,4.389073655156772,0.7930379364754884,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.10751031700060891,0.16327401451738924,-18.430633346776148,0.5,10,2017-03-13 00:00:00,70,0.1506998401419516,,25.358490566,22.252153821319286,3.8215204745431386,3.0093736501714736,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.12565407372241771,0.18623085383342913,-17.380631681602132,0.5,20,2017-03-13 00:00:00,70,0.13325970240258353,,36.5566037736,22.252153821319286,4.871522139717155,1.5161370363727547,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.14464587805194282,0.2127339505748761,-16.601607963096598,0.5,30,2017-03-13 00:00:00,70,0.15209696825079003,,37.1509433962,22.252153821319286,5.650545858222689,0.8272407315542962,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.0968830900861983,0.14639253830567062,-19.71887909585952,1.0,10,2017-03-13 00:00:00,70,0.13603609151897963,,25.358490566,23.16854903928427,3.449669943424749,2.942356319341926,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.11925223333812483,0.17666575752881017,-18.544692918048476,1.0,20,2017-03-13 00:00:00,70,0.12648483841315797,,36.5566037736,23.16854903928427,4.623856121235792,1.4783557707170647,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.15124854066916496,0.22270412159245542,-17.259128721577287,1.0,30,2017-03-13 00:00:00,70,0.15906514821659382,,37.1509433962,23.16854903928427,5.9094203177069815,0.8294797507848038,10,1986-06-20 00:00:00,2.60156806842,30.75068493150685,MSFT
0,0.10234360503706792,0.1542249971163578,-20.078612951455188,1.5,10,2017-03-13 00:00:00,70,0.1830834530914116,,19.8584070796,23.714358692491476,3.6357457410362892,2.872985944789768,10,1986-06-20 00:00:00,2.69912687099,30.75068493150685,MSFT
0,0.12258237983909602,0.1811063367181759,-18.957490609532933,1.5,20,2017-03-13 00:00:00,70,0.17916036268024665,,26.5508955876,23.714358692491476,4.756868082958543,1.4034789898827695,10,1986-06-20 00:00:00,2.69912687099,30.75068493150685,MSFT
0,0.16225638646595977,0.23931103545011248,-17.38528296909414,1.5,30,2017-03-13 00:00:00,70,0.19531572809502215,,32.40433213,23.714358692491476,6.329075723397337,0.8300451165223487,10,1986-06-20 00:00:00,2.69912687099,30.75068493150685,MSFT
0,0.1381715862805206,0.22887319453120297,-17.686641031610595,0.0,10,2017-03-13 00:00:00,70,0.4474426831924325,,10.8,22.51902201008955,4.832380978478956,5.4901838843387445,15,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.14817135850364052,0.22871017824991643,-16.976964424645,0.0,20,2017-03-13 00:00:00,70,0.21897285304267855,,25.309336333,22.51902201008955,5.542057585444549,1.615542416483624,15,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.16261752312251143,0.24252103633335362,-16.33220689340451,0.0,30,2017-03-13 00:00:00,70,0.1433712255127549,,43.1524184477,22.51902201008955,6.1868151166850405,0.8456630852555368,15,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.13691699641024183,0.22604368196878635,-18.007319331704227,0.5,10,2017-03-13 00:00:00,70,0.4445311980980974,,10.8,22.80825627116436,4.800936939460132,5.413842920422405,15,1986-06-20 00:00:00,2.30889166073,30.75068493150685,MSFT
0,0.14917146322742544,0.23246934668280833,-17.138772540475287,0.5,20,2017-03-13 00:00:00,70,0.2240076016258956,,25.309336333,22.80825627116436,5.669483730689073,1.5870019717871566,15,1986-06-20 00:00:00,2.30889166073,30.75068493150685,MSFT
0,0.1674721807295591,0.2515295277228318,-16.37054158194413,0.5,30,2017-03-13 00:00:00,70,0.1491854899632935,,43.1524184477,22.80825627116436,6.437714689220231,0.8444820771105723,15,1986-06-20 00:00:00,2.30889166073,30.75068493150685,MSFT
0,0.11790223937658625,0.19044720248351807,-18.1968803117865,1.0,10,2017-03-13 00:00:00,70,0.3735273696411156,,10.8,22.230975903911123,4.03409559212462,4.963802181131355,15,1986-06-20 00:00:00,2.37393086244,30.75068493150685,MSFT
0,0.14383273300349728,0.22265666576411708,-16.859991425351375,1.0,20,2017-03-13 00:00:00,70,0.21221356450843012,,25.309336333,22.230975903911123,5.370984478559748,1.4406321072993553,15,1986-06-20 00:00:00,2.37393086244,30.75068493150685,MSFT
0,0.1366149477595516,0.2022455510743992,-17.027128568145592,1.0,30,2017-03-13 00:00:00,70,0.1205922523687353,,43.1524184477,22.230975903911123,5.203847335765532,0.7031205685838128,15,1986-06-20 00:00:00,2.37393086244,30.75068493150685,MSFT
0,0.10696859776949459,0.16760705692891195,-18.20709496023125,1.5,10,2017-03-13 00:00:00,70,0.26708601226289336,,13.9248886588,21.926237943317204,3.7191429830859546,4.359430395709162,15,1986-06-20 00:00:00,2.50400926586,30.75068493150685,MSFT
0,0.1174693031254998,0.1761906085606962,-17.595051584209752,1.5,20,2017-03-13 00:00:00,70,0.17112998547762556,,25.309336333,21.926237943317204,4.331186359107453,1.2467888190348508,15,1986-06-20 00:00:00,2.50400926586,30.75068493150685,MSFT
0,0.11471544837679813,0.1677277773710615,-17.498526939073788,1.5,30,2017-03-13 00:00:00,70,0.1026063234349284,,43.1524184477,21.926237943317204,4.427711004243418,0.6834297612590895,15,1986-06-20 00:00:00,2.50400926586,30.75068493150685,MSFT
0,0.0991467593893796,0.15110428063457898,-19.098993206395587,0.0,10,2017-03-13 00:00:00,70,0.15998998726278754,,22.3289777095,22.671406065722245,3.572412859326657,1.6423930876032824,20,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.10350389803163774,0.15617752939011817,-18.80215436900501,0.0,20,2017-03-13 00:00:00,70,0.14617173076487194,,26.4705882353,22.671406065722245,3.8692516967172352,1.2047703742532974,20,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.08426586209413654,0.12280669835413822,-19.410203693488672,0.0,30,2017-03-13 00:00:00,70,0.07225863842029338,,45.1323529412,22.671406065722245,3.2612023722335737,0.7098100796217911,20,1986-06-20 00:00:00,2.27637205987,30.75068493150685,MSFT
0,0.10417407921896087,0.16164498887804926,-18.70916117895551,0.5,10,2017-03-13 00:00:00,70,0.24671516990814982,,14.6039215686,22.312170170084865,3.603008991129353,1.641114419231995,20,1986-06-20 00:00:00,2.21133285816,30.75068493150685,MSFT
0,0.10776390289843078,0.16344377437049198,-18.36774198140445,0.5,20,2017-03-13 00:00:00,70,0.14901173157236985,,26.4705882353,22.312170170084865,3.9444281886804156,1.2168324501254515,20,1986-06-20 00:00:00,2.21133285816,30.75068493150685,MSFT
0,0.09187125770757347,0.13434328008128146,-18.788159492978185,0.5,30,2017-03-13 00:00:00,70,0.07808169633211193,,45.1323529412,22.312170170084865,3.5240106771066815,0.7142899875476408,20,1986-06-20 00:00:00,2.21133285816,30.75068493150685,MSFT
0,0.08289736026930221,0.1254664153600512,-19.730454079223584,1.0,10,2017-03-13 00:00:00,70,0.1957420165945207,,14.6039215686,22.589055137255045,2.8586010580314625,1.3495605259651782,20,1986-06-20 00:00:00,2.24385245902,30.75068493150685,MSFT
0,0.08385037540398835,0.1256235447924529,-19.51679666891162,1.0,20,2017-03-13 00:00:00,70,0.11787231656877864,,26.0642919201,22.589055137255045,3.072258468343425,0.9628984854751913,20,1986-06-20 00:00:00,2.24385245902,30.75068493150685,MSFT
0,0.08496921959573124,0.12444497638427297,-19.325960949867206,1.0,30,2017-03-13 00:00:00,70,0.07342759354219895,,44.4396177237,22.589055137255045,3.2630941873878383,0.7216756456409179,20,1986-06-20 00:00:00,2.24385245902,30.75068493150685,MSFT
0,0.06883710301654056,0.10347828747234171,-20.111355322398385,1.5,10,2017-03-13 00:00:00,70,0.1609126788991804,,14.6039215686,22.461311464439838,2.349956142041454,1.1611788273456858,20,1986-06-20 00:00:00,2.34141126158,30.75068493150685,MSFT
0,0.0660001269707842,0.09854128356421289,-20.059458040978175,1.5,20,2017-03-13 00:00:00,70,0.09215110968014785,,26.0642919201,22.461311464439838,2.401853423461664,0.8616078077372821,20,1986-06-20 00:00:00,2.34141126158,30.75068493150685,MSFT
0,0.06968608842727472,0.10180319581882619,-19.80263160757432,1.5,30,2017-03-13 00:00:00,70,0.05982679404207769,,44.4396177237,22.461311464439838,2.65867985686552,0.6305226841239873,20,1986-06-20 00:00:00,2.34141126158,30.75068493150685,MSFT
