,Sharp Ratio annl,Sortino Ratio annl,atr thrshld,days in trade,end,long ma,mar,max drawdown,mean annl pct return,mean annl pct return buyhold,mean annl pct return strat,mean annl pct return trd avg,short ma,start,years
0,0.08512894583798408,0.13627681809311026,1.5,15,2017-03-09 00:00:00,50,0.09501735480351743,0.683333333333,,5.9742050567114235,6.49285257824046,1075087.3104647738,30,1993-04-27 00:00:00,23.882191780821916
0,0.07645204406416299,0.11815052270808334,1.5,25,2017-03-09 00:00:00,50,0.08439340747485681,0.683333333333,,5.9742050567114235,5.766882844115306,1074792.9318897005,30,1993-04-27 00:00:00,23.882191780821916
0,0.03106054584829659,0.04875794344830206,2.0,5,2017-03-09 00:00:00,50,0.07255631991196572,0.291666666667,,6.528750498203606,2.1162259974324193,437548.48908288,30,1993-04-27 00:00:00,23.882191780821916
0,0.07448070293968927,0.1196947122790045,2.0,15,2017-03-09 00:00:00,50,0.1326898936848652,0.429223744292,,6.528750498203606,5.6953652997155935,434126.0755646369,30,1993-04-27 00:00:00,23.882191780821916
0,0.06037088671791424,0.0931064653209843,2.0,25,2017-03-09 00:00:00,50,0.08775013065692433,0.51598173516,,6.528750498203606,4.5277464676861,433848.10559717444,30,1993-04-27 00:00:00,23.882191780821916
0,-0.019506159374588966,-0.02898412767958167,0.5,5,2017-03-09 00:00:00,60,-0.07122167495997096,0.166666666667,,3.525440047934625,-1.1870279159994723,16944.070978239888,10,1993-05-11 00:00:00,23.843835616438355
0,-0.02759951297979192,-0.04015092308713935,0.5,15,2017-03-09 00:00:00,60,-0.03736340291307656,0.48828125,,3.525440047934625,-1.824384907864962,514.3284723809925,10,1993-05-11 00:00:00,23.843835616438355
0,0.0005912476238778908,0.0008998243107139758,0.5,25,2017-03-09 00:00:00,60,0.0008186888932833603,0.51171875,,3.525440047934625,0.04189384571098298,407.3373151631551,10,1993-05-11 00:00:00,23.843835616438355
0,-0.015130390843336115,-0.022458935734096824,1.0,5,2017-03-09 00:00:00,60,-0.058685106719776475,0.156985871272,,3.31742756928719,-0.9212732609069629,2121.8114230619612,10,1993-05-11 00:00:00,23.843835616438355
0,-0.027444945086756017,-0.039950725251691056,1.0,15,2017-03-09 00:00:00,60,-0.03693011233596219,0.48828125,,3.31742756928719,-1.8032281414043005,468.36344742673145,10,1993-05-11 00:00:00,23.843835616438355
0,0.006873405950422586,0.010464213559512667,1.0,25,2017-03-09 00:00:00,60,0.009449378342252597,0.51171875,,3.31742756928719,0.48354240735744014,380.3641292680705,10,1993-05-11 00:00:00,23.843835616438355
0,-0.012323169993363478,-0.018299546842997266,1.5,5,2017-03-09 00:00:00,60,-0.046974009032330365,0.156985871272,,3.210991522637907,-0.7374255735059343,1981.7815341244238,10,1993-05-11 00:00:00,23.843835616438355
0,-0.028492662719669482,-0.04137353287441798,1.5,15,2017-03-09 00:00:00,60,-0.03816668352458183,0.48828125,,3.210991522637907,-1.8636075939736152,278.5191819616169,10,1993-05-11 00:00:00,23.843835616438355
0,-0.0006660643077503707,-0.0010125727936585033,1.5,25,2017-03-09 00:00:00,60,-0.0009140511195475703,0.51171875,,3.210991522637907,-0.04677370963309668,331.6022604283028,10,1993-05-11 00:00:00,23.843835616438355
0,-0.015984362372719805,-0.023615593135273748,2.0,5,2017-03-09 00:00:00,60,-0.051880832486875625,0.180942622951,,3.737283212793452,-0.9387453911047561,1885.0815656796115,10,1993-05-11 00:00:00,23.843835616438355
0,-0.04208733253596694,-0.06130231108466256,2.0,15,2017-03-09 00:00:00,60,-0.0566810471189902,0.48828125,,3.737283212793452,-2.767629253856785,271.3223254479066,10,1993-05-11 00:00:00,23.843835616438355
