,start,end,years,mean annl pct return,max drawdown,mar,Sortino Ratio annl,Sharp Ratio annl,long ma,short ma,atr thrshld,days in trade
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,12.73764537954969,0.414125200642,0.30757957641315714,0.32825673665019683,0.18367328093595875,260,40,2.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.376283455489885,0.261637239165,0.2819278891270062,0.19353478219519488,0.10949311241345766,260,40,2.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.743986682566618,0.369863013699,0.2364114917879028,0.2286970630531927,0.12961809592151297,260,40,2.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,9.998816276791555,0.414125200642,0.24144428451322233,0.2607016118323886,0.1494185770870436,260,40,2.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,10.875126519390976,0.414125200642,0.26260479928606884,0.2864239326909173,0.16581680178387243,260,40,2.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.394461974916377,0.369863013699,0.17288730524773216,0.16331144366726938,0.09009088477033833,260,50,0.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.829228478822436,0.371757925072,0.2106001769109603,0.19446469341049788,0.10892513323046737,260,50,0.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.723246764324122,0.371757925072,0.23464857575352505,0.22080078927661573,0.12426728772136714,260,50,0.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,10.954176700387187,0.374429223744,0.29255667041275923,0.27971529133522305,0.15817896156369587,260,50,0.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.412431145935882,0.369863013699,0.17337313839011134,0.16597890113295213,0.09151270802370198,260,50,1.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.301707094828047,0.371757925072,0.19641026061281666,0.18184540112311662,0.10226843749208059,260,50,1.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.397687189683968,0.371757925072,0.22589127556746819,0.21271839529480946,0.12016253020184282,260,50,1.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,11.169331088163513,0.374429223744,0.2983028668667851,0.2864196180328043,0.1608699013418379,260,50,1.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.5078094872123025,0.382075471698,0.19650069275171708,0.19612893830831182,0.10511703008054707,260,50,1.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.375859720702804,0.382075471698,0.1930471926899872,0.18125814865606113,0.10253100391816936,260,50,1.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.866563832891883,0.382075471698,0.2320631521695014,0.22586553575644283,0.12733001483601772,260,50,1.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,11.33146968557912,0.38679245283,0.29295994796860436,0.2913930940353852,0.16382341219351362,260,50,1.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.540483215571325,0.382075471698,0.197355857000126,0.20472446888853446,0.11146968248075004,260,50,2.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.200605159538487,0.382075471698,0.18846028318790908,0.1822146563920266,0.10466720688796932,260,50,2.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,9.13384454957118,0.382075471698,0.23905864747024305,0.23852338042209242,0.13584701204774063,260,50,2.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,10.450726002607258,0.397435897436,0.2629537510333428,0.26801794131717316,0.15426826783317324,260,50,2.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,5.93208144634787,0.382075471698,0.15525941563279871,0.1549292568757494,0.08747099529634048,260,50,2.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.532062737153188,0.382075471698,0.17096262966375173,0.16095681516767116,0.09401587878567262,260,50,2.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.781702520736955,0.382075471698,0.2036692511600162,0.19480951122618773,0.11340444764973723,260,50,2.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.922612212770419,0.545,0.145369031426979,0.1940649482285847,0.11514428775558953,260,50,2.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.625718811893046,0.369863013699,0.23321387898821005,0.23991993371500725,0.12275078919917458,260,60,0.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.361058710643054,0.369863013699,0.19902121699145237,0.1863707086304092,0.10459291208235114,260,60,0.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,9.588801392847056,0.374429223744,0.2560911591504095,0.24293031982534857,0.13635675217006088,260,60,0.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.101122181609144,0.488372093023,0.16588012086152404,0.19089548591604485,0.11462693717261417,260,60,0.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.439539202033242,0.369863013699,0.22818013398088963,0.23471452462469314,0.12014893731494243,260,60,1.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.160129960220463,0.369863013699,0.19358869892447142,0.18111026175311368,0.10171180652398563,260,60,1.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,9.082944176195152,0.374429223744,0.24258107007153643,0.22921956399983642,0.12901089818571698,260,60,1.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.930710162066901,0.488372093023,0.1623907318899447,0.18686811266499295,0.1122211577368856,260,60,1.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.841282420883599,0.369863013699,0.18496800619425285,0.18569074529336071,0.09912635538984695,260,60,1.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.701753490282725,0.369863013699,0.181195557329859,0.16953029828592037,0.096529170185938,260,60,1.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.850691044174174,0.374429223744,0.20967089496024674,0.19680676105409078,0.11292196288318924,260,60,1.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.986143552953018,0.545,0.14653474409087988,0.18502102029113865,0.10832455569109667,260,60,1.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.488717246204612,0.369863013699,0.17543568850848804,0.17696309950734873,0.09529788830604558,260,60,2.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.240510848720904,0.369863013699,0.16872492294689176,0.15835753507526387,0.09081371275850406,260,60,2.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.233248977899609,0.374429223744,0.1931806739219394,0.18147833691187468,0.10484877834630273,260,60,2.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.282617999391872,0.545,0.13362601833746446,0.16884689038838244,0.09937154609232714,260,60,2.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,5.911604843869744,0.36,0.16421124566304365,0.15584927544610122,0.08558051741381065,260,60,2.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.438377098503412,0.36,0.1788438082917562,0.16379107074432114,0.09348642951125982,260,60,2.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.42205519814001,0.364444444444,0.20365395360748853,0.18648990551774053,0.1073424189405539,260,60,2.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.229349318722944,0.545,0.1326486113527135,0.16769486558069838,0.09850980487055876,260,60,2.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.348173577817985,0.36,0.20411593271716028,0.19584933810692043,0.10664715338925097,260,70,0.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.163529185716344,0.36,0.1989869218254482,0.18829734525497768,0.10692832998620222,260,70,0.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,9.153328678816441,0.364444444444,0.2511584088699487,0.2347192790510203,0.13408107689903853,260,70,0.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.348298836838941,0.70618556701,0.11821678644867284,0.1928064920613124,0.11355398067789149,260,70,0.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.349414473541049,0.36,0.20415040204280097,0.19611853446582617,0.10683729316526376,260,70,1.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.758848854939715,0.36,0.21552357930387467,0.2041835578932309,0.11431771439993614,260,70,1.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.843372160447792,0.364444444444,0.24265350440251673,0.22604134550780747,0.1296210955087088,260,70,1.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.795748969844762,0.653937947494,0.11921236563376292,0.1784324651754224,0.10586772462977209,260,70,1.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.233693980924749,0.36,0.20093594391457048,0.19370666948420323,0.10551631116597987,260,70,1.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.534512553116346,0.36,0.2092920153643368,0.19852898574894567,0.11131776657855029,260,70,1.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.615278354314416,0.364444444444,0.23639483289275987,0.22011281816112896,0.1265189597801704,260,70,1.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.461316346689095,0.653937947494,0.11409823172492237,0.1710817531374106,0.1015667015622665,260,70,1.5,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.572679936079574,0.36,0.21035222044664867,0.20764875864801513,0.11207565524424627,260,70,2.0,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.434154548039573,0.36,0.20650429300109321,0.1972918656987189,0.1105855769627471,260,70,2.0,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,8.7371931951842,0.364444444444,0.2397400571849184,0.2252423856942962,0.12922681418508866,260,70,2.0,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.955605548002143,0.653937947494,0.12165688775960033,0.1836650803023331,0.10885182007742526,260,70,2.0,60
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.273976867722286,0.331967213115,0.188993871077059,0.17314007472287793,0.09613303062657966,260,70,2.5,30
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,7.133931839021823,0.331967213115,0.21489868749645147,0.19252514549647332,0.1083472409336603,260,70,2.5,40
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.816154740310298,0.42,0.1622893985788163,0.1777487802191475,0.10422752188777444,260,70,2.5,50
0,1994-02-23 00:00:00,2017-03-03 00:00:00,23.03835616438356,6.267108158262347,0.685,0.0914906300476275,0.14729839734561662,0.08839968738254896,260,70,2.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,4.687549395010793,0.256289308176,0.18290070032066683,0.12620927694340012,0.07518143486942841,270,30,0.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.2576950910734555,0.369863013699,0.14215249690679516,0.1346301625941035,0.0814894635917297,270,30,0.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.15753015635725,0.405660377358,0.20109260385438824,0.2028419442714657,0.11987775544220945,270,30,0.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.569520172259804,0.405660377358,0.21124863680454423,0.21524846717138624,0.12836186228123186,270,30,0.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,4.662142807333636,0.256289308176,0.18190937579534955,0.12552522077884087,0.0747773515094385,270,30,1.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.333788273110862,0.369863013699,0.14420983108780644,0.13657862808944798,0.08263179594998198,270,30,1.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.105584511117403,0.405660377358,0.19981208329731293,0.20154917113733,0.11911482257705651,270,30,1.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.416182061090783,0.405660377358,0.2074686740640986,0.21145277723386266,0.1261235668796058,270,30,1.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.445425327025744,0.256289308176,0.2124718103060355,0.14813990002655197,0.08597802779025175,270,30,1.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.341808920387847,0.369863013699,0.1444266856252953,0.13305306011360862,0.08028010470595172,270,30,1.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.03534727251134,0.405660377358,0.19808065369446579,0.2004904338348734,0.11833860246340791,270,30,1.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.681656000771444,0.405660377358,0.21401291536785444,0.2190001868432796,0.13002896989418677,270,30,1.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.445425327025744,0.256289308176,0.2124718103060355,0.14813990002655197,0.08597802779025175,270,30,2.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.341808920387847,0.369863013699,0.1444266856252953,0.13305306011360862,0.08028010470595172,270,30,2.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.03534727251134,0.405660377358,0.19808065369446579,0.2004904338348734,0.11833860246340791,270,30,2.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.681656000771444,0.405660377358,0.21401291536785444,0.2190001868432796,0.13002896989418677,270,30,2.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.434295710360737,0.256289308176,0.21203755041652975,0.14775688569403794,0.08577557571125043,270,30,2.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.442768652633423,0.369863013699,0.14715633764526814,0.13557082713525023,0.08179096072061852,270,30,2.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.096475266710224,0.405660377358,0.1995875298305313,0.20201933925407534,0.11924101422729197,270,30,2.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.726425795325543,0.405660377358,0.2151165428615136,0.2199819550880531,0.13061044975100186,270,30,2.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,4.313560891996926,0.369863013699,0.11662590559843074,0.11151167118474165,0.06776927827409167,270,40,0.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.950971806206363,0.369863013699,0.18793368216779416,0.17175590913724492,0.10108473630585807,270,40,0.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,9.088027213463533,0.408874801902,0.2222691927013754,0.2284927728295178,0.13281793627368038,270,40,0.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,10.105910322021195,0.408874801902,0.2471639307440066,0.2555610832696968,0.14743888111161838,270,40,0.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,4.58339033766062,0.369863013699,0.12392129431452291,0.11845541467231757,0.07113152444311395,270,40,1.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.367102092162158,0.369863013699,0.1721475750843774,0.1560738674521909,0.09290931299003698,270,40,1.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.194946844928076,0.408874801902,0.20042680074223307,0.20500621242324013,0.1201716264835375,270,40,1.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,9.663077954910104,0.408874801902,0.23633341819954543,0.24430986947210748,0.14160350375964317,270,40,1.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,4.5373265750594305,0.369863013699,0.12267586665900933,0.11862654053530419,0.07094611465690777,270,40,1.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.823696809636837,0.369863013699,0.18449254337165524,0.16948688867210443,0.10030394457613925,270,40,1.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.440081619536244,0.408874801902,0.20642215123749483,0.2130144427044933,0.12438034678905406,270,40,1.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,9.888774530776256,0.408874801902,0.2418533615860393,0.25186009825487443,0.1453653861959171,270,40,1.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.014294038947575,0.369863013699,0.13557165364561422,0.13207475528508053,0.07895230469477715,270,40,2.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.641087359675346,0.369863013699,0.17955532490973367,0.16528155441189216,0.09810932811576475,270,40,2.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.31294227952164,0.385074626866,0.21587873361548454,0.20947770387159786,0.1226836376931638,270,40,2.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,10.562940568599588,0.385074626866,0.27430892174270266,0.2694949881074254,0.1544644709130292,270,40,2.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.075868888811019,0.369863013699,0.13723645514192206,0.13434469889441653,0.08045739924337267,270,40,2.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.003281923579152,0.369863013699,0.18934799274861394,0.17475283635563854,0.10360135199513952,270,40,2.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.8365864308576505,0.385074626866,0.20350825227421043,0.19673207566655992,0.11572350584271825,270,40,2.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,10.19895227175638,0.385074626866,0.2648565124835961,0.25982930663421083,0.14930193306310197,270,40,2.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.179742957495993,0.369863013699,0.16708193922118128,0.14738319856242893,0.08409751312355246,270,50,0.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.134476875413463,0.369863013699,0.13882104144635843,0.1180597824390476,0.07076357266240883,270,50,0.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.172833248238586,0.374429223744,0.1915671318736756,0.16918801687705706,0.09807891208990716,270,50,0.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.639842007526234,0.374429223744,0.2307469999570869,0.21189474938525787,0.1227548518277481,270,50,0.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.254586181499011,0.369863013699,0.16910547824052205,0.15225478694270478,0.08636289593412148,270,50,1.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.200506896447643,0.369863013699,0.14060629757061582,0.12173025549140579,0.07279197762050235,270,50,1.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.353931744093178,0.374429223744,0.19640378682393816,0.176242295256774,0.10173851105444379,270,50,1.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.702348187930763,0.374429223744,0.2324163723361833,0.2162930835126614,0.12494097647109983,270,50,1.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.254586181499011,0.369863013699,0.16910547824052205,0.15225478694270478,0.08636289593412148,270,50,1.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.200506896447643,0.369863013699,0.14060629757061582,0.12173025549140579,0.07279197762050235,270,50,1.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.353931744093178,0.374429223744,0.19640378682393816,0.176242295256774,0.10173851105444379,270,50,1.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.702348187930763,0.374429223744,0.2324163723361833,0.2162930835126614,0.12494097647109983,270,50,1.5,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,6.440767081267662,0.369863013699,0.17413925812315575,0.15702420909049222,0.08898187651543268,270,50,2.0,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,5.3014550176634145,0.369863013699,0.14333563566274585,0.12422436610375953,0.07424153888459607,270,50,2.0,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.507649924793514,0.374429223744,0.2005091870158127,0.18008651069860737,0.10390372672962478,270,50,2.0,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,8.967440871838495,0.374429223744,0.23949628669908443,0.22306032551126453,0.12872407332742786,270,50,2.0,60
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.168879436838771,0.36,0.19913553991218225,0.17938954331065549,0.09687094391017825,270,50,2.5,30
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.042858798469176,0.36,0.19563496662413804,0.1717362447865515,0.0976680094321172,270,50,2.5,40
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,7.883597810041243,0.364444444444,0.21631823259258262,0.19377039376029032,0.11078189604790507,270,50,2.5,50
0,1994-03-09 00:00:00,2017-03-03 00:00:00,23.0,9.87057413415895,0.364444444444,0.27083892441288243,0.25096097569172265,0.14312249567260654,270,50,2.5,60
