,0,1,2,3,4,5,sharpe_ratio,return_annualized,amzn_return_pct,xom_return_pct,aapl_return_pct,cof_return_pct,fb_return_pct
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.39273660789851617,15.833794215190931,0.1,0.1,0.25,0.15,0.15
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.3971271708686068,18.526555927182567,0.1,0.1,0.25,0.2,0.2
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39717397585030384,21.219317639174193,0.1,0.1,0.25,0.25,0.25
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.39529299556494507,23.912079351165808,0.1,0.1,0.25,0.3,0.3
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.33212767385909686,11.251472108864851,0.1,0.1,0.3,0.05,0.05
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.36534627769966793,13.944233820856475,0.1,0.1,0.3,0.1,0.1
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.38239998928049634,16.636995532848097,0.1,0.1,0.3,0.15,0.15
0,,,,,,,0.39004507468287725,19.329757244839726,0.1,0.1,0.3,0.2,0.2
0,,,,,,,0.39004507468287725,19.329757244839726,0.1,0.1,0.3,0.2,0.2
0,,,,,,,0.39004507468287725,19.329757244839726,0.1,0.1,0.3,0.2,0.2
0,,,,,,,0.39004507468287725,19.329757244839726,0.1,0.1,0.3,0.2,0.2
