,0,1,2,3,aapl_return_pct,amzn_return_pct,cof_return_pct,return_annualized,sharpe_ratio,xom_return_pct
0,,,,,0.75,0.05,0.35,30.704076520621847,0.28054535973019595,0.15
0,,,,,0.75,0.05,0.45,31.57513291127687,0.2691192233420971,0.15
0,,,,,0.75,0.05,0.55,32.44618930193188,0.2575394318199719,0.15
0,,,,,0.75,0.05,0.65,33.317245692586894,0.24630431372169856,0.15
0,,,,,0.75,0.05,0.75,34.188302083241894,0.2356879302678016,0.15
0,,,,,0.05,0.05,0.05,5.66649794021442,0.2493075931489077,0.25
0,,,,,0.05,0.05,0.15,6.537554330869423,0.21165108478289665,0.25
0,,,,,0.05,0.05,0.25,7.408610721524432,0.1791404014493501,0.25
0,,,,,0.05,0.05,0.35,8.279667112179437,0.1568805346541389,0.25
0,,,,,0.05,0.05,0.45,9.150723502834449,0.1415492556392529,0.25
0,,,,,0.05,0.05,0.55,10.021779893489455,0.1305629158115999,0.25
0,,,,,0.05,0.05,0.65,10.892836284144469,0.12237434485418544,0.25
0,,,,,0.05,0.05,0.75,11.763892674799479,0.1160631980450869,0.25
0,,,,,0.15,0.05,0.05,8.983443701424692,0.2883811765593329,0.25
0,,,,,0.15,0.05,0.15,9.854500092079698,0.2571636094213093,0.25
0,,,,,0.15,0.05,0.25,10.725556482734715,0.2243655599198406,0.25
0,,,,,0.15,0.05,0.35,11.596612873389713,0.1982749372975225,0.25
0,,,,,0.15,0.05,0.45,12.46766926404472,0.17856296866683988,0.25
0,,,,,0.15,0.05,0.55,13.338725654699736,0.16359108018955035,0.25
0,,,,,0.15,0.05,0.65,14.209782045354745,0.15199413314698063,0.25
0,,,,,0.15,0.05,0.75,15.080838436009747,0.14281398131470802,0.25
0,,,,,0.25,0.05,0.05,12.300389462634968,0.3001543216623658,0.25
0,,,,,0.25,0.05,0.15,13.171445853289978,0.27842646733539367,0.25
0,,,,,0.25,0.05,0.25,14.042502243944991,0.25159252033095225,0.25
0,,,,,0.25,0.05,0.35,14.913558634599982,0.22712976126370374,0.25
0,,,,,0.25,0.05,0.45,15.784615025255007,0.20679473987719174,0.25
0,,,,,0.25,0.05,0.55,16.655671415910025,0.19030499073489246,0.25
0,,,,,0.25,0.05,0.65,17.52672780656502,0.1769351430611246,0.25
0,,,,,0.25,0.05,0.75,18.397784197220027,0.16599803686615916,0.25
0,,,,,0.35,0.05,0.05,15.617335223845252,0.3037488395558151,0.25
0,,,,,0.35,0.05,0.15,16.48839161450025,0.28866595935014505,0.25
0,,,,,0.35,0.05,0.25,17.359448005155265,0.26784706898871014,0.25
0,,,,,0.35,0.05,0.35,18.23050439581027,0.24678418863110332,0.25
0,,,,,0.35,0.05,0.45,19.101560786465278,0.22777870471938866,0.25
0,,,,,0.35,0.05,0.55,19.972617177120284,0.21139216593350188,0.25
0,,,,,0.35,0.05,0.65,20.843673567775284,0.19748652631722952,0.25
0,,,,,0.35,0.05,0.75,21.714729958430297,0.1857150110455671,0.25
0,,,,,0.45,0.05,0.05,18.93428098505553,0.3046450221406086,0.25
0,,,,,0.45,0.05,0.15,19.805337375710522,0.29385693371908855,0.25
0,,,,,0.45,0.05,0.25,20.676393766365535,0.27777039860605146,0.25
0,,,,,0.45,0.05,0.35,21.54745015702055,0.2601932330219089,0.25
0,,,,,0.45,0.05,0.45,22.418506547675555,0.24324891801829435,0.25
0,,,,,0.45,0.05,0.55,23.289562938330555,0.22783996698359263,0.25
0,,,,,0.45,0.05,0.65,24.160619328985582,0.21420350249377554,0.25
0,,,,,0.45,0.05,0.75,25.031675719640567,0.20227321098169487,0.25
0,,,,,0.55,0.05,0.05,22.251226746265807,0.304572095259505,0.25
0,,,,,0.55,0.05,0.15,23.12228313692081,0.2965975862333035,0.25
0,,,,,0.55,0.05,0.25,23.99333952757582,0.28402064682659844,0.25
0,,,,,0.55,0.05,0.35,24.86439591823082,0.2694681883689891,0.25
0,,,,,0.55,0.05,0.45,25.735452308885844,0.25468637911479164,0.25
0,,,,,0.55,0.05,0.55,26.606508699540832,0.24062890711846266,0.25
0,,,,,0.55,0.05,0.65,27.477565090195846,0.22771872049029457,0.25
0,,,,,0.55,0.05,0.75,28.34862148085086,0.21607620353529958,0.25
0,,,,,0.65,0.05,0.05,25.568172507476064,0.30414466135179546,0.25
0,,,,,0.65,0.05,0.15,26.43922889813108,0.2980738396708563,0.25
0,,,,,0.65,0.05,0.25,27.310285288786098,0.2880807655902159,0.25
0,,,,,0.65,0.05,0.35,28.18134167944109,0.2760036452908786,0.25
0,,,,,0.65,0.05,0.45,29.052398070096103,0.2632176021885271,0.25
0,,,,,0.65,0.05,0.55,29.923454460751117,0.25059878928085666,0.25
0,,,,,0.65,0.05,0.65,30.794510851406148,0.2386325633491006,0.25
0,,,,,0.65,0.05,0.75,31.665567242061122,0.2275441363932538,0.25
0,,,,,0.75,0.05,0.05,28.88511826868637,0.30360125098624835,0.25
0,,,,,0.75,0.05,0.15,29.75617465934136,0.2988626086013575,0.25
0,,,,,0.75,0.05,0.25,30.627231049996368,0.2907909459736648,0.25
0,,,,,0.75,0.05,0.35,31.498287440651403,0.28069946469370316,0.25
0,,,,,0.75,0.05,0.45,32.3693438313064,0.2696562762289342,0.25
0,,,,,0.75,0.05,0.55,33.2404002219614,0.2584181485808576,0.25
0,,,,,0.75,0.05,0.65,34.111456612616415,0.24746496409040897,0.25
0,,,,,0.75,0.05,0.75,34.98251300327141,0.23706889352823693,0.25
0,,,,,0.05,0.05,0.05,6.460708860243933,0.22989261683023918,0.35
0,,,,,0.05,0.05,0.15,7.331765250898946,0.20678906287548374,0.35
0,,,,,0.05,0.05,0.25,8.202821641553951,0.18147363140186368,0.35
0,,,,,0.05,0.05,0.35,9.073878032208961,0.16172454256010194,0.35
0,,,,,0.05,0.05,0.45,9.944934422863966,0.14708444043139893,0.35
0,,,,,0.05,0.05,0.55,10.81599081351898,0.13611719457858362,0.35
0,,,,,0.05,0.05,0.65,11.68704720417399,0.12770466816929746,0.35
0,,,,,0.05,0.05,0.75,12.558103594828985,0.12109191989600868,0.35
0,,,,,0.15,0.05,0.05,9.777654621454218,0.2722045185230821,0.35
0,,,,,0.15,0.05,0.15,10.648711012109226,0.24974102609548351,0.35
0,,,,,0.15,0.05,0.25,11.519767402764225,0.22316223179533157,0.35
0,,,,,0.15,0.05,0.35,12.39082379341923,0.2002152092143933,0.35
0,,,,,0.15,0.05,0.45,13.261880184074254,0.1819219618405287,0.35
0,,,,,0.15,0.05,0.55,14.132936574729237,0.1675247330686333,0.35
0,,,,,0.15,0.05,0.65,15.003992965384263,0.15609793215073128,0.35
0,,,,,0.15,0.05,0.75,15.875049356039277,0.14689438900676077,0.35
0,,,,,0.25,0.05,0.05,13.09460038266447,0.2894996088561268,0.35
0,,,,,0.25,0.05,0.15,13.965656773319502,0.2721015817379606,0.35
0,,,,,0.25,0.05,0.25,14.83671316397449,0.24931590404015092,0.35
0,,,,,0.25,0.05,0.35,15.707769554629515,0.22749801013037063,0.35
0,,,,,0.25,0.05,0.45,16.578825945284514,0.20867483986663982,0.35
0,,,,,0.25,0.05,0.55,17.449882335939535,0.1929905276444872,0.35
0,,,,,0.25,0.05,0.65,18.32093872659454,0.18001783643094194,0.35
0,,,,,0.25,0.05,0.75,19.19199511724955,0.16924688620318099,0.35
0,,,,,0.35,0.05,0.05,16.41154614387476,0.29683789695077845,0.35
0,,,,,0.35,0.05,0.15,17.28260253452977,0.2839080695028188,0.35
0,,,,,0.35,0.05,0.25,18.15365892518478,0.2655537010723962,0.35
0,,,,,0.35,0.05,0.35,19.024715315839803,0.24643615882473477,0.35
0,,,,,0.35,0.05,0.45,19.89577170649479,0.22874802488543525,0.35
0,,,,,0.35,0.05,0.55,20.76682809714981,0.2131870083445501,0.35
0,,,,,0.35,0.05,0.65,21.63788448780481,0.19977147156678685,0.35
0,,,,,0.35,0.05,0.75,22.508940878459818,0.18827328921777223,0.35
0,,,,,0.45,0.05,0.05,19.728491905085036,0.30006346471475165,0.35
0,,,,,0.45,0.05,0.15,20.599548295740043,0.2903886562347971,0.35
0,,,,,0.45,0.05,0.25,21.470604686395056,0.2758001969873887,0.35
0,,,,,0.45,0.05,0.35,22.341661077050063,0.2595876909944453,0.35
0,,,,,0.45,0.05,0.45,23.21271746770509,0.24369583910401305,0.35
0,,,,,0.45,0.05,0.55,24.083773858360075,0.22903056380375975,0.35
0,,,,,0.45,0.05,0.65,24.954830249015096,0.21589173675167028,0.35
0,,,,,0.45,0.05,0.75,25.825886639670102,0.2042798757981297,0.35
0,,,,,0.55,0.05,0.05,23.0454376662953,0.3014613066767771,0.35
0,,,,,0.55,0.05,0.15,23.91649405695034,0.2940821728450619,0.35
0,,,,,0.55,0.05,0.25,24.787550447605355,0.28243219696585603,0.35
0,,,,,0.55,0.05,0.35,25.65860683826034,0.268825680577724,0.35
0,,,,,0.55,0.05,0.45,26.52966322891536,0.2548525030642701,0.35
0,,,,,0.55,0.05,0.55,27.400719619570346,0.24142324710948918,0.35
0,,,,,0.55,0.05,0.65,28.27177601022536,0.22897326128209122,0.35
0,,,,,0.55,0.05,0.75,29.142832400880373,0.21765391707816473,0.35
0,,,,,0.65,0.05,0.05,26.362383427505574,0.3019937993032881,0.35
0,,,,,0.65,0.05,0.15,27.23343981816063,0.2962467578356952,0.35
0,,,,,0.65,0.05,0.25,28.10449620881564,0.2868394688242151,0.35
0,,,,,0.65,0.05,0.35,28.975552599470635,0.2754199052852188,0.35
0,,,,,0.65,0.05,0.45,29.84660899012563,0.2632452176582665,0.35
0,,,,,0.65,0.05,0.55,30.71766538078066,0.251139534377514,0.35
0,,,,,0.65,0.05,0.65,31.588721771435665,0.23957760111114443,0.35
0,,,,,0.65,0.05,0.75,32.459778162090664,0.22879412772067906,0.35
0,,,,,0.75,0.05,0.05,29.67932918871586,0.3020983872373128,0.35
0,,,,,0.75,0.05,0.15,30.550385579370865,0.2975343652098151,0.35
0,,,,,0.75,0.05,0.25,31.42144197002589,0.28983973861317885,0.35
0,,,,,0.75,0.05,0.35,32.292498360680895,0.2802092357206957,0.35
0,,,,,0.75,0.05,0.45,33.1635547513359,0.2696261342048218,0.35
0,,,,,0.75,0.05,0.55,34.03461114199093,0.2587999481056701,0.35
0,,,,,0.75,0.05,0.65,34.905667532645936,0.24819158231067928,0.35
0,,,,,0.75,0.05,0.75,35.77672392330093,0.23807120898903286,0.35
0,,,,,0.05,0.05,0.05,7.254919780273452,0.21501563507603555,0.45
0,,,,,0.05,0.05,0.15,8.125976170928464,0.20092805873099243,0.45
0,,,,,0.05,0.05,0.25,8.99703256158347,0.18171389349924386,0.45
0,,,,,0.05,0.05,0.35,9.868088952238478,0.1647866254255191,0.45
0,,,,,0.05,0.05,0.45,10.739145342893487,0.15127762540376344,0.45
0,,,,,0.05,0.05,0.55,11.610201733548493,0.1406729821008846,0.45
0,,,,,0.05,0.05,0.65,12.481258124203503,0.13228077140962172,0.45
0,,,,,0.05,0.05,0.75,13.352314514858515,0.12553858318388547,0.45
0,,,,,0.15,0.05,0.05,10.571865541483728,0.25749559638185354,0.45
0,,,,,0.15,0.05,0.15,11.44292193213874,0.24160009014891082,0.45
0,,,,,0.15,0.05,0.25,12.31397832279374,0.22046742169270836,0.45
0,,,,,0.15,0.05,0.35,13.18503471344875,0.2007236302342684,0.45
0,,,,,0.15,0.05,0.45,14.056091104103757,0.1841088027107097,0.45
0,,,,,0.15,0.05,0.55,14.92714749475877,0.17053690876069758,0.45
0,,,,,0.15,0.05,0.65,15.79820388541378,0.15947959774178744,0.45
0,,,,,0.15,0.05,0.75,16.66926027606879,0.15040332248502686,0.45
0,,,,,0.25,0.05,0.05,13.888811302694005,0.27844699374484555,0.45
0,,,,,0.25,0.05,0.15,14.759867693349005,0.26483350519598997,0.45
0,,,,,0.25,0.05,0.25,15.630924084004024,0.2458269358643185,0.45
0,,,,,0.25,0.05,0.35,16.501980474659028,0.22669829548929005,0.45
0,,,,,0.25,0.05,0.45,17.37303686531404,0.20955305529474524,0.45
0,,,,,0.25,0.05,0.55,18.24409325596904,0.194853425527666,0.45
0,,,,,0.25,0.05,0.65,19.115149646624054,0.182433357582791,0.45
0,,,,,0.25,0.05,0.75,19.98620603727906,0.17195382023187716,0.45
0,,,,,0.35,0.05,0.05,17.205757063904283,0.28895893868592637,0.45
0,,,,,0.35,0.05,0.15,18.076813454559296,0.2781321484005531,0.45
0,,,,,0.35,0.05,0.25,18.9478698452143,0.2622147140722766,0.45
0,,,,,0.35,0.05,0.35,19.818926235869306,0.2451102862451599,0.45
0,,,,,0.35,0.05,0.45,20.689982626524323,0.22886099867345597,0.45
0,,,,,0.35,0.05,0.55,21.56103901717931,0.2142571892963263,0.45
0,,,,,0.35,0.05,0.65,22.432095407834332,0.20145185714671288,0.45
0,,,,,0.35,0.05,0.75,23.303151798489342,0.1903286827596751,0.45
0,,,,,0.45,0.05,0.05,20.522702825114564,0.29444085920743157,0.45
0,,,,,0.45,0.05,0.15,21.393759215769563,0.28595273065487975,0.45
0,,,,,0.45,0.05,0.25,22.264815606424577,0.2729181000134832,0.45
0,,,,,0.45,0.05,0.35,23.135871997079573,0.25814842456981124,0.45
0,,,,,0.45,0.05,0.45,24.00692838773459,0.24340581441170026,0.45
0,,,,,0.45,0.05,0.55,24.877984778389603,0.22958473856975475,0.45
0,,,,,0.45,0.05,0.65,25.749041169044624,0.21703716887160723,0.45
0,,,,,0.45,0.05,0.75,26.620097559699616,0.20582572946965647,0.45
0,,,,,0.55,0.05,0.05,23.839648586324834,0.2973911779363987,0.45
0,,,,,0.55,0.05,0.15,24.710704976979837,0.29069824286430346,0.45
0,,,,,0.55,0.05,0.25,25.58176136763484,0.28004957700544714,0.45
0,,,,,0.55,0.05,0.35,26.452817758289868,0.26746459578693227,0.45
0,,,,,0.55,0.05,0.45,27.323874148944874,0.25437960433982654,0.45
0,,,,,0.55,0.05,0.55,28.194930539599895,0.2416577274020451,0.45
0,,,,,0.55,0.05,0.65,29.065986930254887,0.229742044563407,0.45
0,,,,,0.55,0.05,0.75,29.9370433209099,0.21881218830677304,0.45
0,,,,,0.65,0.05,0.05,27.156594347535105,0.2990007785282858,0.45
0,,,,,0.65,0.05,0.15,28.02765073819012,0.29365845945455765,0.45
0,,,,,0.65,0.05,0.25,28.898707128845146,0.2849074645121099,0.45
0,,,,,0.65,0.05,0.35,29.769763519500138,0.27421244051923904,0.45
0,,,,,0.65,0.05,0.45,30.640819910155138,0.2627149320803279,0.45
0,,,,,0.65,0.05,0.55,31.51187630081015,0.25118602512642246,0.45
0,,,,,0.65,0.05,0.65,32.38293269146516,0.2400879390565364,0.45
0,,,,,0.65,0.05,0.75,33.253989082120164,0.2296634489945857,0.45
0,,,,,0.75,0.05,0.05,30.47354010874539,0.2998673771273266,0.45
0,,,,,0.75,0.05,0.15,31.34459649940041,0.2955442938570118,0.45
0,,,,,0.75,0.05,0.25,32.2156528900554,0.28828720712434447,0.45
0,,,,,0.75,0.05,0.35,33.086709280710416,0.2791745544389648,0.45
0,,,,,0.75,0.05,0.45,33.95776567136542,0.26910598163454463,0.45
0,,,,,0.75,0.05,0.55,34.82882206202042,0.25874358884040216,0.45
0,,,,,0.75,0.05,0.65,35.69987845267545,0.24852853071599176,0.45
0,,,,,0.75,0.05,0.75,36.57093484333045,0.23872825640914858,0.45
0,,,,,0.05,0.05,0.05,8.049130700302964,0.20361695619356224,0.55
0,,,,,0.05,0.05,0.15,8.92018709095798,0.19513928636804975,0.55
0,,,,,0.05,0.05,0.25,9.791243481612987,0.1807236419603761,0.55
0,,,,,0.05,0.05,0.35,10.662299872267992,0.1665230215670673,0.55
0,,,,,0.05,0.05,0.45,11.533356262923007,0.15435616344454825,0.55
0,,,,,0.05,0.05,0.55,12.404412653578014,0.144345113390459,0.55
0,,,,,0.05,0.05,0.65,13.275469044233024,0.13616219459640355,0.55
0,,,,,0.05,0.05,0.75,14.14652543488803,0.12943469676930092,0.55
0,,,,,0.15,0.05,0.05,11.366076461513252,0.24475653079865675,0.55
0,,,,,0.15,0.05,0.15,12.237132852168259,0.2336103232484105,0.55
0,,,,,0.15,0.05,0.25,13.108189242823265,0.2169637584332113,0.55
0,,,,,0.15,0.05,0.35,13.979245633478277,0.20021203574499782,0.55
0,,,,,0.15,0.05,0.45,14.85030202413328,0.18535518391843905,0.55
0,,,,,0.15,0.05,0.55,15.721358414788284,0.1727574482013374,0.55
0,,,,,0.15,0.05,0.65,16.59241480544331,0.16221315075903237,0.55
0,,,,,0.15,0.05,0.75,17.463471196098304,0.15338388817729137,0.55
0,,,,,0.25,0.05,0.05,14.683022222723526,0.26782739568461583,0.55
0,,,,,0.25,0.05,0.15,15.554078613378525,0.25732997488513004,0.55
0,,,,,0.25,0.05,0.25,16.425135004033542,0.24164466282630098,0.55
0,,,,,0.25,0.05,0.35,17.29619139468854,0.2250676283399852,0.55
0,,,,,0.25,0.05,0.45,18.167247785343555,0.2096369515525967,0.55
0,,,,,0.25,0.05,0.55,19.038304175998576,0.19602004752494384,0.55
0,,,,,0.25,0.05,0.65,19.90936056665358,0.18425921544535379,0.55
0,,,,,0.25,0.05,0.75,20.780416957308578,0.17416709113931525,0.55
0,,,,,0.35,0.05,0.05,17.9999679839338,0.28077961935841456,0.55
0,,,,,0.35,0.05,0.15,18.871024374588803,0.27186450719821753,0.55
0,,,,,0.35,0.05,0.25,19.742080765243816,0.25821574243139717,0.55
0,,,,,0.35,0.05,0.35,20.61313715589882,0.24307110611366683,0.55
0,,,,,0.35,0.05,0.45,21.48419354655383,0.22829234232214826,0.55
0,,,,,0.35,0.05,0.55,22.355249937208846,0.2147165103778764,0.55
0,,,,,0.35,0.05,0.65,23.226306327863853,0.2026018717521743,0.55
0,,,,,0.35,0.05,0.75,24.09736271851885,0.19192996786405764,0.55
