,0,1,2,3,4,5,sharpe_ratio,return_annualized,amzn_return_pct,xom_return_pct,aapl_return_pct,cof_return_pct
0,,,,,,,0.2647174990406982,35.45034211532305,0.05,0.25,0.45,0.65
0,,,,,,,0.2569073363943628,37.49791198929716,0.05,0.25,0.45,0.75
0,,,,,,,0.28555838275418405,27.04375971820456,0.05,0.25,0.55,0.05
0,,,,,,,0.2918415893528508,29.091329592178635,0.05,0.25,0.55,0.15
0,,,,,,,0.2927267847572598,31.138899466152758,0.05,0.25,0.55,0.25
0,,,,,,,0.28987780405882313,33.186469340126834,0.05,0.25,0.55,0.35
0,,,,,,,0.28476318982740884,35.23403921410093,0.05,0.25,0.55,0.45
0,,,,,,,0.2784707195936666,37.28160908807505,0.05,0.25,0.55,0.55
0,,,,,,,0.27172087444424253,39.32917896204916,0.05,0.25,0.55,0.65
0,,,,,,,0.26495314847178697,41.3767488360232,0.05,0.25,0.55,0.75
0,,,,,,,0.281626743077723,30.922596564930625,0.05,0.25,0.65,0.05
0,,,,,,,0.28815673702579864,32.97016643890471,0.05,0.25,0.65,0.15
0,,,,,,,0.2904218334822079,35.01773631287884,0.05,0.25,0.65,0.25
0,,,,,,,0.2894556980992245,37.06530618685294,0.05,0.25,0.65,0.35
0,,,,,,,0.2862682186344504,39.11287606082702,0.05,0.25,0.65,0.45
0,,,,,,,0.2816956331090444,41.16044593480109,0.05,0.25,0.65,0.55
0,,,,,,,0.2763611387719577,43.20801580877522,0.05,0.25,0.65,0.65
0,,,,,,,0.270696073910789,45.25558568274928,0.05,0.25,0.65,0.75
0,,,,,,,0.2784458653554558,34.80143341165666,0.05,0.25,0.75,0.05
0,,,,,,,0.2849386699608404,36.84900328563081,0.05,0.25,0.75,0.15
0,,,,,,,0.2880101191832158,38.896573159604884,0.05,0.25,0.75,0.25
0,,,,,,,0.28832524311131646,40.94414303357898,0.05,0.25,0.75,0.35
0,,,,,,,0.28658378199569334,42.99171290755308,0.05,0.25,0.75,0.45
0,,,,,,,0.28341455867886295,45.03928278152718,0.05,0.25,0.75,0.55
0,,,,,,,0.27932851101850864,47.0868526555013,0.05,0.25,0.75,0.65
0,,,,,,,0.2747126359714167,49.13442252947537,0.05,0.25,0.75,0.75
0,,,,,,,0.272468898263855,8.526686760284706,0.05,0.35,0.05,0.05
0,,,,,,,0.2602541996849626,10.574256634258811,0.05,0.35,0.05,0.15
0,,,,,,,0.24138808323089048,12.621826508232903,0.05,0.35,0.05,0.25
0,,,,,,,0.2255740553455963,14.66939638220699,0.05,0.35,0.05,0.35
0,,,,,,,0.21341320431772284,16.716966256181095,0.05,0.35,0.05,0.45
0,,,,,,,0.20407943827115232,18.764536130155193,0.05,0.35,0.05,0.55
0,,,,,,,0.1967920935559848,20.8121060041293,0.05,0.35,0.05,0.65
0,,,,,,,0.1909856002737855,22.859675878103364,0.05,0.35,0.05,0.75
0,,,,,,,0.2999040560622933,12.405523607010785,0.05,0.35,0.15,0.05
0,,,,,,,0.29197105071002083,14.453093480984881,0.05,0.35,0.15,0.15
0,,,,,,,0.27495239136636385,16.500663354958988,0.05,0.35,0.15,0.25
0,,,,,,,0.2581031209172371,18.54823322893306,0.05,0.35,0.15,0.35
0,,,,,,,0.24375910582594773,20.595803102907162,0.05,0.35,0.15,0.45
0,,,,,,,0.2320073418938131,22.64337297688128,0.05,0.35,0.15,0.55
0,,,,,,,0.2224195150317546,24.690942850855375,0.05,0.35,0.15,0.65
0,,,,,,,0.21453938211151768,26.738512724829484,0.05,0.35,0.15,0.75
0,,,,,,,0.30130948916202405,16.28436045373688,0.05,0.35,0.25,0.05
0,,,,,,,0.3002364776006046,18.331930327710957,0.05,0.35,0.25,0.15
0,,,,,,,0.2897470878510006,20.379500201685072,0.05,0.35,0.25,0.25
0,,,,,,,0.2765239591830604,22.427070075659152,0.05,0.35,0.25,0.35
0,,,,,,,0.26360701299810013,24.47463994963325,0.05,0.35,0.25,0.45
0,,,,,,,0.2520283407413497,26.522209823607362,0.05,0.35,0.25,0.55
0,,,,,,,0.24197487113965627,28.569779697581442,0.05,0.35,0.25,0.65
0,,,,,,,0.23333303069337274,30.61734957155555,0.05,0.35,0.25,0.75
0,,,,,,,0.297005412907096,20.16319730046295,0.05,0.35,0.35,0.05
0,,,,,,,0.29992920005898,22.210767174437045,0.05,0.35,0.35,0.15
0,,,,,,,0.29481095557005477,24.25833704841114,0.05,0.35,0.35,0.25
0,,,,,,,0.28584466028826755,26.305906922385226,0.05,0.35,0.35,0.35
0,,,,,,,0.2756589936323509,28.353476796359324,0.05,0.35,0.35,0.45
0,,,,,,,0.2655987895233203,30.4010466703334,0.05,0.35,0.35,0.55
0,,,,,,,0.2562455494037261,32.4486165443075,0.05,0.35,0.35,0.65
0,,,,,,,0.24779008439209974,34.49618641828164,0.05,0.35,0.35,0.75
0,,,,,,,0.2920931588372352,24.042034147189028,0.05,0.35,0.45,0.05
0,,,,,,,0.29697591132459245,26.08960402116312,0.05,0.35,0.45,0.15
0,,,,,,,0.29540513858177264,28.137173895137224,0.05,0.35,0.45,0.25
0,,,,,,,0.28993156425054517,30.184743769111307,0.05,0.35,0.45,0.35
0,,,,,,,0.282511174320351,32.2323136430854,0.05,0.35,0.45,0.45
0,,,,,,,0.27439788240431506,34.2798835170595,0.05,0.35,0.45,0.55
0,,,,,,,0.26630458501744975,36.327453391033615,0.05,0.35,0.45,0.65
0,,,,,,,0.2585955036066098,38.37502326500771,0.05,0.35,0.45,0.75
0,,,,,,,0.2876916180197088,27.920870993915095,0.05,0.35,0.55,0.05
0,,,,,,,0.29344518605179487,29.968440867889193,0.05,0.35,0.55,0.15
0,,,,,,,0.2940804181121554,32.016010741863326,0.05,0.35,0.55,0.25
0,,,,,,,0.29116769053639713,34.06358061583739,0.05,0.35,0.55,0.35
0,,,,,,,0.28608721318425573,36.11115048981152,0.05,0.35,0.55,0.45
0,,,,,,,0.27986617029685157,38.15872036378556,0.05,0.35,0.55,0.55
0,,,,,,,0.2731912019155393,40.20629023775965,0.05,0.35,0.55,0.65
0,,,,,,,0.26648623859144627,42.25386011173383,0.05,0.35,0.55,0.75
0,,,,,,,0.2839577566017955,31.79970784064114,0.05,0.35,0.65,0.05
0,,,,,,,0.2900265998282612,33.847277714615245,0.05,0.35,0.65,0.15
0,,,,,,,0.29200934279236684,35.894847588589364,0.05,0.35,0.65,0.25
0,,,,,,,0.29089947806535393,37.942417462563455,0.05,0.35,0.65,0.35
0,,,,,,,0.28765899199155487,39.989987336537574,0.05,0.35,0.65,0.45
0,,,,,,,0.2830840048571485,42.03755721051172,0.05,0.35,0.65,0.55
0,,,,,,,0.27776995998311055,44.08512708448575,0.05,0.35,0.65,0.65
0,,,,,,,0.27213144944279083,46.132696958459874,0.05,0.35,0.65,0.75
0,,,,,,,0.2808245645984491,35.67854468736729,0.05,0.35,0.75,0.05
0,,,,,,,0.2869258230491242,37.72611456134135,0.05,0.35,0.75,0.15
0,,,,,,,0.2897232959319497,39.77368443531546,0.05,0.35,0.75,0.25
0,,,,,,,0.2898652028016972,41.82125430928955,0.05,0.35,0.75,0.35
0,,,,,,,0.2880257081509121,43.86882418326364,0.05,0.35,0.75,0.45
0,,,,,,,0.28480847509269247,45.91639405723774,0.05,0.35,0.75,0.55
0,,,,,,,0.28070419077180836,47.963963931211865,0.05,0.35,0.75,0.65
0,,,,,,,0.2760854986583792,50.01153380518593,0.05,0.35,0.75,0.75
0,,,,,,,0.2582864782355289,9.403798035995274,0.05,0.45,0.05,0.05
0,,,,,,,0.25351312423166883,11.451367909969367,0.05,0.45,0.05,0.15
0,,,,,,,0.23987150542409583,13.498937783943452,0.05,0.45,0.05,0.25
0,,,,,,,0.22664240406596692,15.546507657917548,0.05,0.45,0.05,0.35
0,,,,,,,0.21566650109392224,17.59407753189166,0.05,0.45,0.05,0.45
0,,,,,,,0.2068449304663564,19.64164740586576,0.05,0.45,0.05,0.55
0,,,,,,,0.19974495033266468,21.689217279839845,0.05,0.45,0.05,0.65
0,,,,,,,0.19396612918404868,23.736787153813967,0.05,0.45,0.05,0.75
0,,,,,,,0.29036924216185833,13.282634882721336,0.05,0.45,0.15,0.05
0,,,,,,,0.28590059154199604,15.330204756695448,0.05,0.45,0.15,0.15
0,,,,,,,0.27240695525281183,17.37777463066954,0.05,0.45,0.15,0.25
0,,,,,,,0.2578438291588092,19.42534450464364,0.05,0.45,0.15,0.35
0,,,,,,,0.24480741961692315,21.47291437861773,0.05,0.45,0.15,0.45
0,,,,,,,0.23376812966011865,23.520484252591842,0.05,0.45,0.15,0.55
0,,,,,,,0.22455197174591876,25.56805412656592,0.05,0.45,0.15,0.65
0,,,,,,,0.21684977658401924,27.615624000540052,0.05,0.45,0.15,0.75
0,,,,,,,0.2970579381691983,17.161471729447417,0.05,0.45,0.25,0.05
0,,,,,,,0.2968236793436108,19.209041603421518,0.05,0.45,0.25,0.15
0,,,,,,,0.2879267464050077,21.256611477395623,0.05,0.45,0.25,0.25
0,,,,,,,0.2760965474773159,23.304181351369706,0.05,0.45,0.25,0.35
0,,,,,,,0.2641651520175636,25.35175122534381,0.05,0.45,0.25,0.45
0,,,,,,,0.25322453158314634,27.39932109931791,0.05,0.45,0.25,0.55
0,,,,,,,0.24356378939715273,29.446890973292,0.05,0.45,0.25,0.65
0,,,,,,,0.23515240898844442,31.494460847266105,0.05,0.45,0.25,0.75
0,,,,,,,0.2957658410495442,21.040308576173523,0.05,0.45,0.35,0.05
0,,,,,,,0.2985847469339934,23.087878450147592,0.05,0.45,0.35,0.15
0,,,,,,,0.294003248700074,25.13544832412171,0.05,0.45,0.35,0.25
0,,,,,,,0.2857249101180051,27.18301819809578,0.05,0.45,0.35,0.35
0,,,,,,,0.27614562995952124,29.230588072069875,0.05,0.45,0.35,0.45
0,,,,,,,0.2665471433551193,31.278157946043994,0.05,0.45,0.35,0.55
0,,,,,,,0.25751933460635446,33.32572782001807,0.05,0.45,0.35,0.65
0,,,,,,,0.2492813064987049,35.37329769399216,0.05,0.45,0.35,0.75
0,,,,,,,0.29242066513302756,24.919145422899582,0.05,0.45,0.45,0.05
0,,,,,,,0.29692723083205286,26.966715296873694,0.05,0.45,0.45,0.15
0,,,,,,,0.2954169985630275,29.014285170847778,0.05,0.45,0.45,0.25
0,,,,,,,0.290210960437908,31.061855044821876,0.05,0.45,0.45,0.35
0,,,,,,,0.28310745588105324,33.10942491879595,0.05,0.45,0.45,0.45
0,,,,,,,0.27528207679212713,35.15699479277008,0.05,0.45,0.45,0.55
0,,,,,,,0.2674203857682583,37.204564666744176,0.05,0.45,0.45,0.65
0,,,,,,,0.2598844217601014,39.25213454071826,0.05,0.45,0.45,0.75
0,,,,,,,0.28882992394223833,28.79798226962566,0.05,0.45,0.55,0.05
0,,,,,,,0.29416340189225304,30.84555214359974,0.05,0.45,0.55,0.15
0,,,,,,,0.2946632167206435,32.893122017573866,0.05,0.45,0.55,0.25
0,,,,,,,0.2917938216138057,34.94069189154794,0.05,0.45,0.55,0.35
0,,,,,,,0.28684231892789863,36.98826176552206,0.05,0.45,0.55,0.45
0,,,,,,,0.2807743867735413,39.03583163949616,0.05,0.45,0.55,0.55
0,,,,,,,0.2742435828741043,41.08340151347025,0.05,0.45,0.55,0.65
0,,,,,,,0.2676596716171472,43.130971387444355,0.05,0.45,0.55,0.75
0,,,,,,,0.28551350347067256,32.67681911635176,0.05,0.45,0.65,0.05
0,,,,,,,0.2911895283417147,34.72438899032584,0.05,0.45,0.65,0.15
0,,,,,,,0.29296612061203325,36.77195886429992,0.05,0.45,0.65,0.25
0,,,,,,,0.2917877584604463,38.81952873827404,0.05,0.45,0.65,0.35
0,,,,,,,0.28856388452831655,40.867098612248085,0.05,0.45,0.65,0.45
0,,,,,,,0.28404862352833826,42.914668486222226,0.05,0.45,0.65,0.55
0,,,,,,,0.2788093206101436,44.96223836019632,0.05,0.45,0.65,0.65
0,,,,,,,0.2732442364482504,47.00980823417042,0.05,0.45,0.65,0.75
0,,,,,,,0.28258731206477916,36.55565596307782,0.05,0.45,0.75,0.05
0,,,,,,,0.2883411039218728,38.603225837051916,0.05,0.45,0.75,0.15
0,,,,,,,0.29091614742218697,40.65079571102601,0.05,0.45,0.75,0.25
0,,,,,,,0.290938026212895,42.69836558500012,0.05,0.45,0.75,0.35
0,,,,,,,0.2890516660734664,44.74593545897419,0.05,0.45,0.75,0.45
0,,,,,,,0.2858336314243144,46.793505332948314,0.05,0.45,0.75,0.55
0,,,,,,,0.2817535626014875,48.84107520692243,0.05,0.45,0.75,0.65
0,,,,,,,0.27716962801396766,50.88864508089648,0.05,0.45,0.75,0.75
0,,,,,,,0.24617592549284506,10.280909311705807,0.05,0.55,0.05,0.05
0,,,,,,,0.2464595663382663,12.328479185679914,0.05,0.55,0.05,0.15
0,,,,,,,0.23723682437989957,14.376049059654001,0.05,0.55,0.05,0.25
0,,,,,,,0.22658733038138504,16.423618933628106,0.05,0.55,0.05,0.35
0,,,,,,,0.21697701496116845,18.471188807602196,0.05,0.55,0.05,0.45
0,,,,,,,0.20885210726613673,20.518758681576294,0.05,0.55,0.05,0.55
0,,,,,,,0.20209019782562013,22.566328555550392,0.05,0.55,0.05,0.65
0,,,,,,,0.19645553531730242,24.613898429524497,0.05,0.55,0.05,0.75
0,,,,,,,0.28061175040588493,14.159746158431894,0.05,0.55,0.15,0.05
0,,,,,,,0.27909549942794154,16.20731603240598,0.05,0.55,0.15,0.15
0,,,,,,,0.26886295738856103,18.254885906380103,0.05,0.55,0.15,0.25
0,,,,,,,0.25661475091576547,20.302455780354208,0.05,0.55,0.15,0.35
0,,,,,,,0.2450191729909967,22.350025654328295,0.05,0.55,0.15,0.45
0,,,,,,,0.23483587202540882,24.397595528302396,0.05,0.55,0.15,0.55
0,,,,,,,0.22611577859147836,26.445165402276494,0.05,0.55,0.15,0.65
0,,,,,,,0.2186921762921557,28.492735276250585,0.05,0.55,0.15,0.75
